9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3125485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1180873487321510e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1483199579819938e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0324166945010527e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4188189348429594e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.6064988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6250781472368943e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4813878018770366e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4874177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7981370508670402e+00,9.0716846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0816846282723018e-01,1.0202272989383945e+00
9.3025485360284932e-01,1.1170873487321511e+00,1.1473199579819939e+00,1.0314166945010528e+00,2.4178189348429595e+00,6.5964988321723905e-01,8.6150781472368942e-01,1.4803878018770367e+00,5.4774177006727620e-01,1.7971370508670403e+00,9.0716846282723018e-01,1.0212272989383944e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0322424239568355e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2333527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0810068434134976e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8618279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7075859989469993e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4914592314456201e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6482005711082333e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6603399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6470465032895258e+00,1.9798168299742569e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9808168299742568e+00,1.7768296194348827e+00,1.7194967996081576e+00
1.0312424239568356e+00,8.2233527864060640e-01,1.0800068434134977e+00,7.8518279581862227e-01,1.7065859989469994e+00,1.4904592314456202e+00,8.6382005711082332e-01,8.6503399707039352e-01,1.6460465032895260e+00,1.9798168299742569e+00,1.7778296194348826e+00,1.7194967996081576e+00
